Item Fat Content,Item Identifier,Type,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,FDW19,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,3.85,12.35,110.757,4
Regular,FDK20,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,4.16,12.6,124.5072,4
Regular,FDS44,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,15.6,12.65,239.6538,4
Regular,FDS31,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,4.42,13.1,180.3318,4
Regular,FDS19,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,6.42,13.8,76.0012,4
Regular,FDH45,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,10.57,15.1,41.6796,4
Regular,FDO19,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,1.66,17.7,48.3034,4
Regular,FDI08,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,6.63,18.2,247.1092,4
Regular,FDW32,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,9.43,18.35,84.3882,4
Regular,FDT32,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,6.56,19,186.5214,4
Regular,FDB57,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,1.88,20.25,220.6772,4
Regular,FDX31,Food,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,1.48,20.35,233.2958,4
Regular,FDP03,Food,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,6.12,5.15,121.8388,4
Regular,FDO27,Food,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,17.91,6.175,94.3752,4
Regular,FDR15,Food,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,3.34,9.3,153.2314,4
Regular,FDN03,Food,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,1.51,9.8,249.6408,4
Regular,FDT27,Food,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,6.96,11.395,234.6616,4
Regular,FDT15,Food,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,4.27,12.15,184.295,4
Regular,FDG33,Food,Seafood,2016,OUT046,Tier 1,Small,Supermarket Type1,14.02,5.365,171.0764,4
Regular,FDX22,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,2.3,6.785,208.7928,4
Regular,FDC22,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,13.64,6.89,193.982,4
Regular,FDV10,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,7.645,41.8112,4
Regular,FDX33,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,11.75,9.195,158.5578,4
Regular,FDI34,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,8.51,10.65,232.3668,4
Regular,FDM09,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,8.59,11.15,169.679,4
Regular,FDO45,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,3.8,13.15,89.5856,4
Regular,FDO09,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,12.53,13.5,262.191,4
Regular,FDY33,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,9.72,14.5,159.4262,4
Regular,FDP45,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,3.06,15.7,252.2724,4
Regular,FDC34,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,17.28,16,157.0972,4
Regular,FDY22,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,15.97,16.5,144.5128,4
Regular,FDR34,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,1.6,17,229.4352,4
Regular,FDX57,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,4.73,17.25,97.0068,4
Regular,DRY23,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,10.91,9.395,44.6112,4
Regular,DRC36,Drink,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,4.5,13,175.0054,4
Regular,FDD47,Food,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,14.24,7.6,171.9448,4
Regular,FDD59,Food,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0,10.5,78.296,4
Low Fat,FDS35,Food,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,11.12,9.3,65.7826,4
Low Fat,FDS52,Food,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.55,8.89,99.7016,4
Low Fat,NCY29,Non-Consumable,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,7.72,13.65,56.893,4
Low Fat,NCW54,Non-Consumable,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,9.64,7.5,55.3588,4
Regular,FDH60,Food,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,8.07,19.7,197.011,4
Regular,FDB26,Food,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,3.13,14,51.464,4
Regular,FDX39,Food,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,4.97,14.3,212.4586,4
Regular,FDO10,Food,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,1.28,13.65,55.5588,4
Low Fat,FDQ16,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,4.18,19.7,108.0912,4
Low Fat,DRH11,Drink,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,7.57,5.98,55.6614,4
Low Fat,FDX58,Food,Snack Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,4.39,13.15,182.695,4
Low Fat,FDO60,Food,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,3.46,20,45.3086,4
Low Fat,FDH57,Food,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,3.59,10.895,132.9284,4
Low Fat,DRO35,Drink,Hard Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,3.48,13.85,114.2492,4
Low Fat,NCB42,Non-Consumable,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.86,11.8,114.8492,4
Low Fat,NCY05,Non-Consumable,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,5.53,13.5,34.6874,4
Low Fat,NCK05,Non-Consumable,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,7.79,20.1,59.3536,4
Low Fat,NCW42,Non-Consumable,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,5.88,18.2,220.7456,4
Low Fat,FDE58,Food,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,18.5,119.8124,4
Low Fat,DRI25,Drink,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,3.41,19.6,56.6614,4
Low Fat,FDW23,Food,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,8.22,5.765,37.0164,4
Low Fat,FDW24,Food,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.76,6.8,50.2034,4
Low Fat,FDY59,Food,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.15,8.195,91.8462,4
Low Fat,FDF12,Food,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,8.26,8.235,149.1076,4
Low Fat,FDK24,Food,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,10.15,9.195,45.2744,4
Low Fat,FDH12,Food,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,8.51,9.6,107.128,4
Low Fat,FDI24,Food,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,7.89,10.3,177.637,4
Low Fat,FDJ48,Food,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,11.3,245.2118,4
Low Fat,FDN48,Food,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,6.51,13.35,93.0804,4
Low Fat,FDY48,Food,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.38,14,104.0332,4
Low Fat,FDN12,Food,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,8.13,15.6,110.2544,4
Low Fat,FDP60,Food,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,5.6,17.35,102.3016,4
Low Fat,FDV36,Food,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.64,18.7,127.102,4
Low Fat,FDP23,Food,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.57,6.71,218.3166,4
Low Fat,FDV23,Food,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,10.61,11,124.4046,4
Low Fat,FDU23,Food,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.18,12.15,164.6184,4
Low Fat,FDR35,Food,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.07,12.5,198.9742,4
Low Fat,FDW59,Food,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.08,13.15,84.3566,4
Low Fat,FDP11,Food,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,6.92,15.85,217.5166,4
Low Fat,FDS47,Food,Breads,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,16.75,88.7856,4
Low Fat,FDO13,Food,Breakfast,2015,OUT045,Tier 2,Medium,Supermarket Type1,6.12,7.865,164.5526,4
Low Fat,FDN13,Food,Breakfast,2015,OUT045,Tier 2,Medium,Supermarket Type1,15.24,18.6,98.5358,4
Low Fat,FDI26,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.5,5.94,177.1344,4
Low Fat,FDK38,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,5.34,6.65,149.3734,4
Low Fat,FDK14,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,4.12,6.98,82.8934,4
Low Fat,FDT49,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,15.17,7,104.828,4
Low Fat,FDS49,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,7.95,9,78.3644,4
Low Fat,FDS01,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,1.78,11.6,177.3686,4
Low Fat,FDB50,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,15.39,13,76.7986,4
Low Fat,FDP25,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.13,15.2,216.5824,4
Low Fat,FDC38,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,12.27,15.7,134.2942,4
Low Fat,FDC50,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,13.68,15.85,94.4094,4
Low Fat,FDN02,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,7.4,16.5,206.8638,4
Low Fat,FDD02,Food,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,5.04,16.6,118.4124,4
Low Fat,FDY50,Food,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,13.12,5.8,87.8172,4
Low Fat,FDB27,Food,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,5.55,7.575,196.5768,4
Low Fat,FDB16,Food,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,4.5,8.21,87.6198,4
Low Fat,DRG27,Drink,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,10.53,8.895,39.1138,4
Low Fat,FDC04,Food,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,4.51,15.6,241.3854,4
Low Fat,FDV02,Food,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,6.07,16.75,172.4106,4
Low Fat,FDT38,Food,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,5.77,18.7,83.1566,4
Low Fat,FDY52,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.74,6.365,63.2536,4
Low Fat,FDR04,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.26,7.075,97.0068,4
Low Fat,FDD17,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.27,7.5,238.7906,4
Low Fat,FDE16,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.64,8.895,207.8954,4
Low Fat,FDZ04,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,3.8,9.31,61.351,4
Low Fat,FDE53,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.69,10.895,106.128,4
Low Fat,FDF41,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,13.14,12.15,246.846,4
Low Fat,FDG04,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.61,13.1,187.5898,4
Low Fat,FDI28,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.64,14.3,79.6302,4
Low Fat,FDT04,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,10.73,17.25,40.1822,4
Low Fat,FDF04,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,1.37,17.5,257.7304,4
Low Fat,FDK52,Food,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,7.94,18.25,226.1062,4
Low Fat,FDX43,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,8.54,5.655,165.85,4
Low Fat,FDZ55,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.55,6.055,160.892,4
Low Fat,FDA31,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,11.02,7.1,171.708,4
Low Fat,FDX20,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,4.26,7.365,225.172,4
Low Fat,FDJ56,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,18.38,8.985,101.77,4
Low Fat,FDK56,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,13.03,9.695,185.2898,4
Low Fat,FDV31,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,10.69,9.8,175.337,4
Low Fat,FDJ32,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,5.79,10.695,60.4536,4
Low Fat,FDU07,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,6,11.1,152.8366,4
Low Fat,FDX08,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.26,12.85,179.3318,4
Low Fat,FDX55,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,15.1,216.4166,4
Low Fat,FDF32,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,6.82,16.35,198.9426,4
Low Fat,FDY19,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,4.14,19.75,116.5466,4
Low Fat,FDB45,Food,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,2.14,20.85,103.3306,4
Low Fat,DRF23,Drink,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,12.29,4.61,174.4396,4
Low Fat,DRK11,Drink,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,8.21,148.2392,4
Low Fat,DRG23,Drink,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,8.7,8.88,152.5682,4
Low Fat,DRK59,Drink,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,8.895,232.9616,4
Low Fat,DRJ11,Drink,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0,9.5,190.9872,4
Low Fat,DRO59,Drink,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,5.43,11.8,75.0012,4
Low Fat,DRH23,Drink,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,17.07,14.65,56.4614,4
Low Fat,DRN59,Drink,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,6.43,15,45.506,4
Low Fat,DRJ23,Drink,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,4.18,18.35,187.6872,4
Low Fat,NCO05,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,4.67,7.27,98.6384,4
Low Fat,NCJ17,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,15.29,7.68,84.9224,4
Low Fat,NCI17,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,14.37,8.645,96.641,4
Low Fat,NCL29,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,11.42,9.695,158.9604,4
Low Fat,NCX29,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,8.93,10,145.6102,4
Low Fat,NCR05,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,5.47,10.1,200.2084,4
Low Fat,NCV05,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,3.03,10.1,152.4656,4
Low Fat,NCK17,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,3.8,11,38.948,4
Low Fat,NCA53,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.99,11.395,48.8034,4
Low Fat,NCZ17,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,7.96,12.15,37.3506,4
Low Fat,NCT29,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,6.42,12.6,121.9414,4
Low Fat,NCY29,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,7.74,13.65,54.693,4
Low Fat,NCC42,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,4.5,15,140.4838,4
Low Fat,NCX05,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,9.73,15.2,114.8492,4
Low Fat,NCD42,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,1.27,16.5,39.3506,4
Low Fat,NCQ53,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,1.89,17.6,237.359,4
Low Fat,NCX41,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,1.78,19,211.7244,4
Low Fat,NCW05,Non-Consumable,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,14.84,20.25,108.8938,4
Low Fat,NCU30,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,3.49,5.11,161.121,4
Low Fat,NCY42,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,1.52,6.38,143.347,4
Low Fat,NCZ30,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,2.62,6.59,121.6098,4
Low Fat,NCY18,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,3.12,7.285,177.1054,4
Low Fat,NCQ30,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,2.91,7.725,123.8414,4
Low Fat,NCS06,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,3.18,7.935,261.591,4
Low Fat,NCE55,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,13.02,8.92,176.837,4
Low Fat,NCJ54,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,6.02,9.895,233.0642,4
Low Fat,NCA18,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,5.62,10.1,115.7492,4
Low Fat,NCI06,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,4.78,11.3,179.266,4
Low Fat,NCV06,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,6.68,11.3,192.2478,4
Low Fat,NCK54,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,2.96,12.15,114.715,4
Low Fat,NCP18,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,2.87,12.15,149.3708,4
Low Fat,NCS18,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,4.23,12.65,106.3938,4
Low Fat,NCS54,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,1,13.6,176.437,4
Low Fat,NCW06,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,5.04,16.2,190.8162,4
Low Fat,NCQ54,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,1.26,17.7,168.4474,4
Low Fat,NCI55,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,1.27,18.6,120.9414,4
Low Fat,NCG30,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,11.25,20.2,123.1046,4
Low Fat,NCG43,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,7.44,20.2,91.4462,4
Low Fat,NCI30,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,5.91,20.25,247.346,4
Low Fat,NCA06,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,14.36,20.5,37.219,4
Low Fat,NCR30,Non-Consumable,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,7.11,20.6,76.3696,4
Low Fat,FDK55,Food,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,2.58,18.5,89.1172,4
Low Fat,NCK19,Non-Consumable,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,9.06,9.8,194.3478,4
Low Fat,NCK07,Non-Consumable,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,4.88,10.65,163.9526,4
Low Fat,NCL07,Non-Consumable,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,3.14,13.85,40.248,4
Low Fat,NCI31,Non-Consumable,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,8.15,20,35.519,4
Low Fat,FDH21,Food,Seafood,2015,OUT045,Tier 2,Small,Supermarket Type1,3.13,10.395,159.5604,4
Low Fat,FDX34,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,7.21,6.195,120.1098,4
Low Fat,FDR58,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,4.2,6.675,92.6462,4
Low Fat,FDL33,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,10.02,7.235,193.9452,4
Low Fat,FDQ58,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,1.53,7.315,154.034,4
Low Fat,FDT21,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,2.04,7.42,248.9092,4
Low Fat,FDK21,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,1,7.905,248.3408,4
Low Fat,FDB22,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,11.17,8.02,155.2998,4
Low Fat,FDT34,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,17.47,9.3,104.0964,4
Low Fat,FDT22,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,11.23,10.395,60.622,4
Low Fat,FDR45,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,2.9,10.8,238.6222,4
Low Fat,FDP58,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,13.54,11.1,218.3482,4
Low Fat,FDT46,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,3.09,11.35,49.8008,4
Low Fat,FDZ45,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,6.7,14.1,197.1084,4
Low Fat,FDC47,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,11.91,15,226.9694,4
Low Fat,FDJ09,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,5.85,15,46.9744,4
Low Fat,FDX45,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,10.51,16.75,156.663,4
Low Fat,FDR46,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,13.97,16.85,147.776,4
Low Fat,FDP57,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,5.26,17.5,101.299,4
Low Fat,FDY10,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,4.92,17.6,114.9176,4
Low Fat,FDB59,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,1.53,18.25,197.6084,4
Low Fat,FDR09,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,7.79,18.25,258.0962,4
Low Fat,FDU34,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,7.53,18.25,126.3046,4
Low Fat,FDO57,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,10.89,20.75,160.9578,4
Low Fat,FDQ21,Food,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,1.95,21.25,120.8756,4
Low Fat,DRG48,Drink,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,1.46,5.78,146.3102,4
Low Fat,DRJ01,Drink,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,11.53,6.135,160.5236,4
Low Fat,DRE13,Drink,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,2.78,6.28,85.8198,4
Low Fat,DRJ49,Drink,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,1.4,6.865,127.1652,4
Low Fat,DRD12,Drink,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,7.74,6.96,91.4146,4
Low Fat,DRK01,Drink,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,6.12,7.63,94.0436,4
Low Fat,DRH13,Drink,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,2.39,8.575,105.828,4
Low Fat,DRD37,Drink,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,1.39,9.8,47.406,4
Low Fat,DRD49,Drink,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,16.82,9.895,237.7564,4
Low Fat,DRF13,Drink,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,2.98,12.1,144.4444,4
Low Fat,DRL49,Drink,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,5.65,13.15,140.5812,4
Low Fat,DRD13,Drink,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,4.92,15,65.6168,4
Low Fat,FDD35,Food,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,2.59,12.15,120.244,4
Low Fat,FDD11,Food,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,3.07,12.85,251.704,4
Low Fat,FDF35,Food,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,15.43,15,105.9938,4
Low Fat,FDG59,Food,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,4.33,15.85,39.6164,4
Low Fat,FDX23,Food,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,2.99,6.445,94.1436,4
